cflo,human,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_011265826.1,NP_001138248.1,5.00E-155,445,1.00E-155,445
XP_011265826.1,NP_001138249.1,4.00E-155,446,9.00E-156,446
XP_011265826.1,NP_001164666.1,8.00E-157,449,2.00E-157,449
XP_011265826.1,NP_001164668.1,8.00E-157,449,2.00E-157,449
XP_011265826.1,NP_001281277.1,8.00E-155,445,2.00E-155,445
XP_011265826.1,NP_001311137.1,3.00E-152,439,9.00E-153,439
XP_011265826.1,NP_001311138.1,4.00E-159,455,1.00E-159,455
XP_011265826.1,NP_001311141.1,4.00E-155,446,9.00E-156,446
XP_011265826.1,NP_001311142.1,7.00E-152,438,2.00E-152,438
XP_011265826.1,NP_001311143.1,4.00E-155,446,9.00E-156,446
XP_011265826.1,NP_001311144.1,1.00E-158,454,3.00E-159,454
XP_011265826.1,NP_001338384.1,2.00E-152,439,6.00E-153,439
XP_011265826.1,NP_001338385.1,2.00E-152,439,5.00E-153,439
XP_011265826.1,NP_001338386.1,2.00E-152,439,5.00E-153,439
XP_011265826.1,NP_001338387.1,2.00E-152,439,5.00E-153,439
XP_011265826.1,NP_001338388.1,2.00E-152,439,5.00E-153,439
XP_011265826.1,NP_001338389.1,2.00E-152,439,6.00E-153,439
XP_011265826.1,NP_001338390.1,2.00E-152,439,6.00E-153,439
XP_011265826.1,NP_001338391.1,2.00E-152,439,5.00E-153,439
XP_011265826.1,NP_001338392.1,2.00E-152,439,5.00E-153,439
XP_011265826.1,NP_001338393.1,2.00E-156,449,6.00E-157,449
XP_011265826.1,NP_001338394.1,2.00E-156,449,6.00E-157,449
XP_011265826.1,NP_001338395.1,5.00E-153,440,1.00E-153,440
XP_011265826.1,NP_001338396.1,8.00E-153,439,2.00E-153,439
XP_011265826.1,NP_001338397.1,8.00E-153,439,2.00E-153,439
XP_011265826.1,NP_001338398.1,8.00E-153,439,2.00E-153,439
XP_011265826.1,NP_001338399.1,8.00E-153,439,2.00E-153,439
XP_011265826.1,NP_001338400.1,8.00E-153,439,2.00E-153,439
XP_011265826.1,NP_001338401.1,7.00E-153,439,2.00E-153,439
XP_011265826.1,NP_001338402.1,7.00E-153,439,2.00E-153,439
XP_011265826.1,NP_001338403.1,7.00E-153,439,2.00E-153,439
XP_011265826.1,NP_001338404.1,7.00E-153,439,2.00E-153,439
XP_011265826.1,NP_001338405.1,7.00E-153,439,2.00E-153,439
XP_011265826.1,NP_001338406.1,8.00E-157,449,2.00E-157,449
XP_011265826.1,NP_001338407.1,8.00E-157,449,2.00E-157,449
XP_011265826.1,NP_001410.2,2.00E-152,437,5.00E-153,437
XP_011265826.1,NP_004423.2,7.00E-153,439,2.00E-153,439
XP_011265826.1,NP_068771.2,3.00E-152,439,7.00E-153,439
XP_011265826.1,NP_115657.2,4.00E-151,435,2.00E-155,445
XP_011265826.1,XP_005251450.1,8.00E-153,439,2.00E-153,439
XP_011265826.1,XP_006710474.1,4.00E-152,439,1.00E-152,439
XP_011265826.1,XP_006716798.1,2.00E-152,439,6.00E-153,439
XP_011265826.1,XP_011516078.1,1.00E-154,444,4.00E-155,444
XP_011265826.1,XP_011516080.2,4.00E-152,439,1.00E-152,439
XP_011265826.1,XP_011516081.1,2.00E-152,439,6.00E-153,439
XP_011265826.1,XP_011516082.1,2.00E-152,439,6.00E-153,439
XP_011265826.1,XP_011516085.1,8.00E-153,440,2.00E-153,440
XP_011265826.1,XP_011516087.1,8.00E-153,439,2.00E-153,439
XP_011265826.1,XP_011516088.1,8.00E-153,439,2.00E-153,439
XP_011265826.1,XP_011539191.1,2.00E-151,438,4.00E-152,438
XP_011265826.1,XP_011539192.1,5.00E-158,454,1.00E-158,454
XP_011265826.1,XP_011539195.1,3.00E-152,439,7.00E-153,439
XP_011265826.1,XP_011539196.1,2.00E-152,439,6.00E-153,439
XP_011265826.1,XP_011539197.1,2.00E-152,439,6.00E-153,439
XP_011265826.1,XP_016856027.1,4.00E-155,446,1.00E-155,446
XP_011265826.1,XP_016856028.1,4.00E-155,445,1.00E-155,445
XP_011265826.1,XP_016869904.1,1.00E-152,439,4.00E-153,439
XP_011265826.1,XP_024307181.1,5.00E-151,435,2.00E-155,445
XP_011265826.1,XP_024309590.1,4.00E-155,446,1.00E-155,446
XP_011265826.1,XP_024309593.1,3.00E-155,446,8.00E-156,446
XP_011265826.1,XP_024309595.1,4.00E-155,445,1.00E-155,445
XP_011265826.1,XP_024309597.1,5.00E-159,455,1.00E-159,455
XP_011265833.1,NP_001017423.1,0,856,0,856
XP_011265833.1,NP_001310342.1,0,856,0,856
XP_011265833.1,NP_001310343.1,0,856,0,856
XP_011265833.1,NP_001310344.1,0,856,0,856
XP_011265833.1,NP_002851.2,0,856,0,856
XP_011265833.1,XP_024303862.1,0,838,0,838
XP_011265833.1,XP_024303863.1,0,838,0,838
XP_011265833.1,XP_024303864.1,0,838,0,838
XP_011265834.1,NP_001231855.1,0,627,0,630
XP_011265834.1,NP_004688.2,0,627,0,630
XP_011265835.1,NP_001019770.1,7.00E-64,196,7.00E-60,184
XP_011265835.1,NP_001154806.1,1.00E-63,195,2.00E-59,183
XP_011265835.1,NP_001299582.1,4.00E-64,196,8.00E-60,184
XP_011265835.1,NP_003509.1,1.00E-64,197,3.00E-60,185
XP_011265835.1,NP_003510.1,8.00E-65,198,2.00E-60,185
XP_011265835.1,NP_003511.1,1.00E-64,197,2.00E-60,185
XP_011265835.1,NP_003512.1,1.00E-64,197,3.00E-60,185
XP_011265835.1,NP_003513.1,1.00E-64,197,3.00E-60,185
XP_011265835.1,NP_003514.2,1.00E-64,197,3.00E-60,185
XP_011265835.1,NP_003515.1,1.00E-64,197,3.00E-60,185
XP_011265835.1,NP_003516.1,1.00E-64,197,3.00E-60,185
XP_011265835.1,NP_003517.2,1.00E-64,197,3.00E-60,185
XP_011265835.1,NP_003518.2,8.00E-65,198,2.00E-60,185
XP_011265835.1,NP_003519.1,8.00E-65,198,1.00E-60,186
XP_011265835.1,NP_059141.1,6.00E-63,193,6.00E-59,181
XP_011265835.1,NP_066402.2,2.00E-64,197,5.00E-60,184
XP_011265835.1,NP_066406.1,1.00E-64,197,3.00E-60,185
XP_011265835.1,NP_066407.1,1.00E-64,197,3.00E-60,185
XP_011265835.1,NP_542160.1,4.00E-64,196,8.00E-60,184
XP_011265835.1,NP_619790.1,1.00E-64,197,3.00E-60,185
XP_011265835.1,NP_733759.1,1.00E-61,190,2.00E-58,180
XP_011265835.1,XP_005249096.1,1.00E-64,198,6.00E-60,185
XP_011265835.1,XP_006723981.1,6.00E-63,193,6.00E-59,181
XP_011265836.1,NP_001029249.1,1.00E-65,199,2.00E-66,199
XP_011265836.1,NP_003486.1,1.00E-65,199,2.00E-66,199
XP_011265836.1,NP_003529.1,1.00E-65,199,2.00E-66,199
XP_011265836.1,NP_003530.1,1.00E-65,199,2.00E-66,199
XP_011265836.1,NP_003531.1,1.00E-65,199,2.00E-66,199
XP_011265836.1,NP_003532.1,1.00E-65,199,2.00E-66,199
XP_011265836.1,NP_003533.1,1.00E-65,199,2.00E-66,199
XP_011265836.1,NP_003534.1,1.00E-65,199,2.00E-66,199
XP_011265836.1,NP_003535.1,1.00E-65,199,2.00E-66,199
XP_011265836.1,NP_003536.1,1.00E-65,199,2.00E-66,199
XP_011265836.1,NP_003537.1,1.00E-65,199,2.00E-66,199
XP_011265836.1,NP_003539.1,1.00E-65,199,2.00E-66,199
XP_011265836.1,NP_068803.1,1.00E-65,199,2.00E-66,199
XP_011265836.1,NP_778224.1,1.00E-65,199,2.00E-66,199
XP_011265838.1,NP_001005464.1,2.00E-94,274,4.00E-95,274
XP_011265838.1,NP_001116847.1,2.00E-94,274,4.00E-95,274
XP_011265838.1,NP_001342338.1,2.00E-91,266,6.00E-92,266
XP_011265838.1,NP_001359034.1,2.00E-91,266,6.00E-92,266
XP_011265838.1,NP_001363866.1,2.00E-93,272,4.00E-94,272
XP_011265838.1,NP_002098.1,9.00E-92,267,2.00E-92,267
XP_011265838.1,NP_003484.1,2.00E-91,266,4.00E-92,266
XP_011265838.1,NP_003520.1,2.00E-93,272,4.00E-94,272
XP_011265838.1,NP_003521.2,2.00E-93,272,4.00E-94,272
XP_011265838.1,NP_003522.1,2.00E-93,272,4.00E-94,272
XP_011265838.1,NP_003523.1,2.00E-93,272,4.00E-94,272
XP_011265838.1,NP_003524.1,2.00E-93,272,4.00E-94,272
XP_011265838.1,NP_003525.1,2.00E-93,272,4.00E-94,272
XP_011265838.1,NP_003526.1,2.00E-93,272,4.00E-94,272
XP_011265838.1,NP_003527.1,2.00E-93,272,4.00E-94,272
XP_011265838.1,NP_003528.1,2.00E-93,272,4.00E-94,272
XP_011265838.1,NP_005315.1,9.00E-92,267,2.00E-92,267
XP_011265838.1,NP_066298.1,2.00E-93,272,4.00E-94,272
XP_011265838.1,NP_066403.2,2.00E-94,274,4.00E-95,274
XP_011265850.1,NP_689549.3,1.00E-145,471,3.00E-146,471
XP_011265856.1,NP_003346.2,8.00E-115,340,2.00E-115,340
XP_011265856.1,NP_003347.1,9.00E-113,335,2.00E-113,335
XP_011265857.1,NP_003346.2,6.00E-115,340,1.00E-115,340
XP_011265857.1,NP_003347.1,3.00E-112,333,8.00E-113,333
XP_011265858.1,NP_001078518.1,3.00E-88,264,1.00E-91,271
XP_011265858.1,NP_001239019.1,3.00E-88,264,1.00E-91,271
XP_011265858.1,NP_036351.3,3.00E-88,264,1.00E-91,271
XP_011265858.1,XP_005247285.1,3.00E-88,264,1.00E-91,271
XP_011265858.1,XP_016861376.1,3.00E-88,264,1.00E-91,271
XP_011265858.1,XP_024309164.1,3.00E-88,264,1.00E-91,271
XP_011265876.1,NP_079526.1,1.00E-41,160,9.00E-38,146
XP_011265876.1,NP_116035.5,2.00E-41,159,1.00E-44,167
XP_011265876.1,XP_011513837.1,2.00E-40,156,1.00E-37,146
XP_011265877.1,NP_079526.1,1.00E-41,160,9.00E-38,146
XP_011265877.1,NP_116035.5,2.00E-41,159,1.00E-44,167
XP_011265877.1,XP_011513837.1,2.00E-40,156,1.00E-37,146
XP_011265878.1,NP_079526.1,8.00E-42,160,2.00E-38,149
XP_011265878.1,NP_116035.5,1.00E-41,160,8.00E-45,167
XP_011265878.1,XP_011513837.1,2.00E-41,159,1.00E-38,149
XP_011265880.1,NP_079526.1,2.00E-40,156,8.00E-38,146
XP_011265880.1,NP_116035.5,2.00E-41,159,7.00E-45,167
XP_011265880.1,XP_011513837.1,1.00E-40,156,8.00E-38,146
XP_011265881.2,NP_001272373.1,3.00E-122,391,2.00E-122,389
XP_011265881.2,NP_001272374.1,3.00E-122,391,2.00E-122,390
XP_011265881.2,NP_001272376.1,1.00E-122,392,6.00E-123,392
XP_011265881.2,NP_001310948.1,1.00E-122,393,1.00E-122,391
XP_011265881.2,NP_055842.2,1.00E-122,393,8.00E-123,391
XP_011265881.2,XP_005255233.1,1.00E-122,392,6.00E-123,392
XP_011265881.2,XP_006720928.2,2.00E-122,391,2.00E-122,389
XP_011265881.2,XP_016878548.1,1.00E-122,392,6.00E-123,392
XP_011265881.2,XP_016878549.1,2.00E-122,393,1.00E-122,392
XP_011265881.2,XP_016878550.1,1.00E-122,392,6.00E-123,392
XP_011265881.2,XP_016878551.1,1.00E-122,392,6.00E-123,392
XP_011265881.2,XP_016878552.1,8.00E-123,391,2.00E-123,391
XP_011265881.2,XP_016878553.1,2.00E-122,391,2.00E-122,389
XP_011265882.1,NP_002940.2,5.00E-26,102,3.00E-26,102
XP_011265883.1,NP_002940.2,4.00E-26,102,4.00E-27,104
XP_011265885.1,NP_001092692.1,2.00E-89,295,3.00E-83,277
XP_011265885.1,NP_001092693.1,2.00E-89,295,3.00E-83,277
XP_011265885.1,NP_079379.2,2.00E-89,295,3.00E-83,277
XP_011265887.1,NP_001092692.1,2.00E-89,295,3.00E-83,277
XP_011265887.1,NP_001092693.1,2.00E-89,295,3.00E-83,277
XP_011265887.1,NP_079379.2,2.00E-89,295,3.00E-83,277
XP_011265888.1,NP_001333130.1,0,650,0,635
XP_011265888.1,NP_055665.1,0,654,0,640
XP_011265888.1,NP_065813.1,0,672,0,657
XP_011265888.1,XP_011536882.1,0,657,0,640
XP_011265888.1,XP_011536883.1,0,657,0,640
XP_011265888.1,XP_016863063.1,0,655,0,641
XP_011265888.1,XP_016863068.1,0,651,0,635
XP_011265889.1,NP_001333130.1,0,650,0,635
XP_011265889.1,NP_055665.1,0,654,0,640
XP_011265889.1,NP_065813.1,0,672,0,656
XP_011265889.1,XP_011536882.1,0,656,0,640
XP_011265889.1,XP_011536883.1,0,656,0,640
XP_011265889.1,XP_016863063.1,0,653,0,639
XP_011265889.1,XP_016863068.1,0,649,0,634
XP_011265890.1,NP_001333130.1,0,658,0,643
XP_011265890.1,NP_055665.1,0,663,0,649
XP_011265890.1,NP_065813.1,0,680,0,664
XP_011265890.1,XP_011536882.1,0,657,0,641
XP_011265890.1,XP_011536883.1,0,657,0,641
XP_011265890.1,XP_016863063.1,0,657,0,643
XP_011265890.1,XP_016863068.1,0,652,0,637
XP_011265892.1,NP_001333130.1,0,658,0,643
XP_011265892.1,NP_055665.1,0,663,0,649
XP_011265892.1,NP_065813.1,0,680,0,664
XP_011265892.1,XP_011536882.1,0,657,0,641
XP_011265892.1,XP_011536883.1,0,657,0,641
XP_011265892.1,XP_016863063.1,0,657,0,643
XP_011265892.1,XP_016863068.1,0,652,0,637
XP_011265893.1,NP_001333130.1,0,658,0,643
XP_011265893.1,NP_055665.1,0,663,0,649
XP_011265893.1,NP_065813.1,0,680,0,664
XP_011265893.1,XP_011536882.1,0,657,0,641
XP_011265893.1,XP_011536883.1,0,657,0,641
XP_011265893.1,XP_016863063.1,0,657,0,643
XP_011265893.1,XP_016863068.1,0,652,0,637
XP_011265894.1,NP_001333130.1,0,653,0,638
XP_011265894.1,NP_055665.1,0,657,0,644
XP_011265894.1,NP_065813.1,0,676,0,659
XP_011265894.1,XP_011536882.1,0,657,0,641
XP_011265894.1,XP_011536883.1,0,657,0,641
XP_011265894.1,XP_016863063.1,0,655,0,640
XP_011265894.1,XP_016863068.1,0,650,0,634
XP_011265895.1,NP_071347.2,0,845,0,858
XP_011265895.1,XP_006713348.1,0,845,0,858
XP_011265895.1,XP_011532297.1,0,845,0,858
XP_011265895.1,XP_016862507.1,0,845,0,858
XP_011265897.1,NP_001356537.1,8.00E-73,241,8.00E-76,248
XP_011265897.1,NP_001356538.1,8.00E-73,241,8.00E-76,248
XP_011265897.1,NP_001356540.1,8.00E-73,241,8.00E-76,248
XP_011265897.1,NP_060701.1,8.00E-73,241,8.00E-76,248
XP_011265908.1,NP_001305715.1,2.00E-20,86.7,5.00E-21,86.7
XP_011265908.1,NP_001852.1,2.00E-20,86.7,5.00E-21,86.7
XP_011265908.1,NP_115998.2,2.00E-19,84,6.00E-20,83.6
XP_011265908.1,XP_005260636.1,3.00E-19,83.6,7.00E-20,83.6
XP_011265908.1,XP_024305924.1,1.00E-20,87,4.00E-21,87
XP_011265909.1,NP_001305715.1,2.00E-20,86.7,5.00E-21,86.7
XP_011265909.1,NP_001852.1,2.00E-20,86.7,5.00E-21,86.7
XP_011265909.1,NP_115998.2,2.00E-19,84,6.00E-20,83.6
XP_011265909.1,XP_005260636.1,3.00E-19,83.6,7.00E-20,83.6
XP_011265909.1,XP_024305924.1,1.00E-20,87,4.00E-21,87
XP_011265913.1,NP_060310.1,3.00E-59,192,8.00E-60,192
XP_011265914.1,NP_001291203.1,3.00E-43,145,9.00E-44,145
XP_011265914.1,NP_659418.1,3.00E-43,145,9.00E-44,145
XP_011265914.1,XP_005252869.1,3.00E-43,145,9.00E-44,145
XP_011265914.1,XP_011518244.1,3.00E-43,145,9.00E-44,145
XP_011265914.1,XP_011518245.1,3.00E-43,145,9.00E-44,145
XP_011265914.1,XP_011518246.1,3.00E-43,145,9.00E-44,145
XP_011265914.1,XP_011518247.1,3.00E-43,145,9.00E-44,145
XP_011265914.1,XP_011518248.1,3.00E-43,145,9.00E-44,145
XP_011265914.1,XP_011518249.1,3.00E-43,145,9.00E-44,145
XP_011265914.1,XP_016872794.1,3.00E-43,145,9.00E-44,145
XP_011265915.1,NP_001291203.1,3.00E-43,145,9.00E-44,145
XP_011265915.1,NP_659418.1,3.00E-43,145,9.00E-44,145
XP_011265915.1,XP_005252869.1,3.00E-43,145,9.00E-44,145
XP_011265915.1,XP_011518244.1,3.00E-43,145,9.00E-44,145
XP_011265915.1,XP_011518245.1,3.00E-43,145,9.00E-44,145
XP_011265915.1,XP_011518246.1,3.00E-43,145,9.00E-44,145
XP_011265915.1,XP_011518247.1,3.00E-43,145,9.00E-44,145
XP_011265915.1,XP_011518248.1,3.00E-43,145,9.00E-44,145
XP_011265915.1,XP_011518249.1,3.00E-43,145,9.00E-44,145
XP_011265915.1,XP_016872794.1,3.00E-43,145,9.00E-44,145
XP_011265918.1,NP_055290.1,1.00E-102,310,2.00E-103,310
XP_011265919.1,NP_055290.1,1.00E-102,310,2.00E-103,310
XP_011265920.1,NP_001317346.2,0,1047,0,1028
XP_011265920.1,NP_001338624.2,0,1047,0,1028
XP_011265920.1,NP_065799.2,0,1047,0,1029
XP_011265920.1,XP_011523360.1,0,1047,0,1028
XP_011265922.1,NP_001288005.1,2.00E-96,280,5.00E-97,280
XP_011265922.1,NP_001288007.1,2.00E-94,275,6.00E-95,275
XP_011265922.1,NP_001288010.1,1.00E-96,280,3.00E-97,280
XP_011265922.1,NP_004060.2,2.00E-97,282,4.00E-98,282
XP_011265922.1,XP_011524725.1,4.00E-93,272,1.00E-93,272
XP_011265922.1,XP_011524726.1,3.00E-93,272,7.00E-94,272
XP_011265925.1,NP_002865.1,1.00E-104,319,7.00E-109,328
XP_011265932.1,NP_001231653.1,3.00E-73,234,6.00E-76,239
XP_011265934.2,NP_000046.1,9.00E-166,494,7.00E-166,493
XP_011265934.2,NP_000656.1,1.00E-171,510,1.00E-171,508
XP_011265934.2,NP_001289550.1,4.00E-171,509,5.00E-171,507
XP_011265934.2,NP_001289551.1,1.00E-171,510,1.00E-171,508
XP_011265934.2,NP_001354844.1,1.00E-171,510,1.00E-171,508
XP_011265934.2,NP_001354846.1,1.00E-171,510,1.00E-171,508
XP_011265934.2,NP_001354847.1,8.00E-171,510,5.00E-171,509
XP_011265934.2,NP_001354848.1,1.00E-170,510,5.00E-171,509
XP_011265935.2,NP_000046.1,9.00E-166,494,7.00E-166,493
XP_011265935.2,NP_000656.1,1.00E-171,510,1.00E-171,508
XP_011265935.2,NP_001289550.1,4.00E-171,509,5.00E-171,507
XP_011265935.2,NP_001289551.1,1.00E-171,510,1.00E-171,508
XP_011265935.2,NP_001354844.1,1.00E-171,510,1.00E-171,508
XP_011265935.2,NP_001354846.1,1.00E-171,510,1.00E-171,508
XP_011265935.2,NP_001354847.1,8.00E-171,510,5.00E-171,509
XP_011265935.2,NP_001354848.1,1.00E-170,510,5.00E-171,509
XP_011265936.2,NP_000046.1,9.00E-166,494,7.00E-166,493
XP_011265936.2,NP_000656.1,1.00E-171,510,1.00E-171,508
XP_011265936.2,NP_001289550.1,4.00E-171,509,5.00E-171,507
XP_011265936.2,NP_001289551.1,1.00E-171,510,1.00E-171,508
XP_011265936.2,NP_001354844.1,1.00E-171,510,1.00E-171,508
XP_011265936.2,NP_001354846.1,1.00E-171,510,1.00E-171,508
XP_011265936.2,NP_001354847.1,8.00E-171,510,5.00E-171,509
XP_011265936.2,NP_001354848.1,1.00E-170,510,5.00E-171,509
XP_011265937.1,NP_005722.1,5.00E-159,452,1.00E-159,452
XP_011265937.1,NP_690601.1,5.00E-159,452,1.00E-159,452
XP_011265939.1,NP_001625.2,2.00E-110,330,5.00E-116,343
XP_011265945.1,NP_057053.1,6.00E-14,67.8,1.00E-14,67.8
XP_011265950.1,NP_056474.2,9.00E-37,142,2.00E-37,142
XP_011265961.1,NP_079265.2,6.00E-76,270,1.00E-76,270
XP_011265962.2,NP_001317223.1,9.00E-98,298,5.00E-91,279
XP_011265962.2,NP_003155.2,8.00E-98,300,3.00E-90,279
XP_011265964.1,NP_061116.5,1.00E-53,204,9.00E-55,205
XP_011265968.1,NP_001245348.1,1.00E-32,135,1.00E-33,136
XP_011265968.1,NP_065980.1,1.00E-32,135,1.00E-33,136
XP_011265968.1,NP_071426.1,4.00E-34,140,1.00E-35,142
XP_011265968.1,XP_011514763.1,4.00E-34,140,1.00E-35,142
XP_011265968.1,XP_011518540.1,1.00E-32,135,1.00E-33,136
XP_011265968.1,XP_011518541.1,1.00E-32,135,1.00E-33,136
XP_011265968.1,XP_011518542.1,1.00E-32,135,1.00E-33,136
XP_011265968.1,XP_011518543.1,1.00E-32,135,1.00E-33,136
XP_011265968.1,XP_011518544.1,1.00E-32,135,1.00E-33,136
XP_011265968.1,XP_011518545.1,1.00E-32,135,1.00E-33,136
XP_011265968.1,XP_011518546.1,1.00E-32,135,1.00E-33,136
XP_011265968.1,XP_016873559.1,1.00E-32,135,1.00E-33,136
XP_011265968.1,XP_016873560.1,1.00E-32,135,1.00E-33,136
XP_011265968.1,XP_016873561.1,1.00E-32,135,1.00E-33,136
XP_011265968.1,XP_016873562.1,1.00E-32,135,1.00E-33,136
XP_011265968.1,XP_016873563.1,1.00E-32,135,1.00E-33,136
XP_011265968.1,XP_016873564.1,1.00E-32,135,1.00E-33,136
XP_011265968.1,XP_016873565.1,1.00E-32,135,1.00E-33,136
XP_011265968.1,XP_016873566.1,1.00E-32,135,1.00E-33,136
XP_011265968.1,XP_016873567.1,1.00E-32,135,1.00E-33,136
XP_011265968.1,XP_016873568.1,1.00E-32,135,1.00E-33,136
XP_011265968.1,XP_024304394.1,1.00E-32,135,1.00E-33,136
XP_011265968.1,XP_024304395.1,1.00E-32,135,1.00E-33,136
XP_011265968.1,XP_024304396.1,1.00E-32,135,1.00E-33,136
XP_011265969.1,NP_001244120.1,0,660,0,661
XP_011265969.1,NP_004388.2,0,660,0,661
XP_011265969.1,XP_005271474.1,0,660,0,661
XP_011265969.1,XP_024304145.1,0,660,0,661
XP_011265972.2,NP_861448.2,0,916,0,895
XP_011265973.1,NP_009014.2,3.00E-40,147,7.00E-41,147
XP_011265974.2,NP_861448.2,0,913,0,891
XP_011265979.1,NP_653210.2,5.00E-18,82,3.00E-18,80.9
XP_011265983.1,NP_005994.2,3.00E-92,279,8.00E-93,279
XP_011265989.1,NP_057388.1,5.00E-70,214,8.00E-62,192
XP_011265991.1,NP_060267.2,0,613,0,617
XP_011265999.1,NP_001191032.1,1.00E-73,233,2.00E-74,234
XP_011265999.1,NP_005146.4,1.00E-73,233,2.00E-74,234
XP_011265999.1,NP_619731.2,1.00E-73,234,2.00E-74,234
XP_011266002.1,NP_001334981.1,1.00E-149,441,3.00E-150,441
XP_011266002.1,NP_001334983.1,1.00E-149,441,3.00E-150,441
XP_011266002.1,NP_001358184.1,1.00E-149,441,3.00E-150,441
XP_011266002.1,NP_001358185.1,1.00E-149,441,3.00E-150,441
XP_011266002.1,NP_001358186.1,1.00E-149,441,3.00E-150,441
XP_011266002.1,NP_001358187.1,1.00E-149,441,3.00E-150,441
XP_011266002.1,NP_001358189.1,1.00E-149,441,3.00E-150,441
XP_011266002.1,NP_001358190.1,1.00E-149,441,3.00E-150,441
XP_011266002.1,NP_001358191.1,1.00E-149,441,3.00E-150,441
XP_011266002.1,NP_001358192.1,1.00E-149,441,3.00E-150,441
XP_011266002.1,NP_001358193.1,2.00E-145,431,4.00E-146,431
XP_011266002.1,NP_061902.2,1.00E-149,441,3.00E-150,441
XP_011266002.1,NP_112601.3,1.00E-149,441,3.00E-150,441
XP_011266002.1,XP_011513739.1,1.00E-149,441,3.00E-150,441
XP_011266004.2,NP_001334981.1,6.00E-144,426,1.00E-144,426
XP_011266004.2,NP_001334983.1,6.00E-144,426,1.00E-144,426
XP_011266004.2,NP_001358184.1,6.00E-144,426,1.00E-144,426
XP_011266004.2,NP_001358185.1,6.00E-144,426,1.00E-144,426
XP_011266004.2,NP_001358186.1,6.00E-144,426,1.00E-144,426
XP_011266004.2,NP_001358187.1,6.00E-144,426,1.00E-144,426
XP_011266004.2,NP_001358189.1,6.00E-144,426,1.00E-144,426
XP_011266004.2,NP_001358190.1,6.00E-144,426,1.00E-144,426
XP_011266004.2,NP_001358191.1,6.00E-144,426,1.00E-144,426
XP_011266004.2,NP_001358192.1,6.00E-144,426,1.00E-144,426
XP_011266004.2,NP_001358193.1,5.00E-140,417,1.00E-140,417
XP_011266004.2,NP_061902.2,6.00E-144,426,1.00E-144,426
XP_011266004.2,NP_112601.3,6.00E-144,426,1.00E-144,426
XP_011266004.2,XP_011513739.1,6.00E-144,426,1.00E-144,426
XP_011266007.2,NP_001334981.1,1.00E-146,433,2.00E-147,433
XP_011266007.2,NP_001334983.1,1.00E-146,433,2.00E-147,433
XP_011266007.2,NP_001358184.1,1.00E-146,433,2.00E-147,433
XP_011266007.2,NP_001358185.1,1.00E-146,433,2.00E-147,433
XP_011266007.2,NP_001358186.1,1.00E-146,433,2.00E-147,433
XP_011266007.2,NP_001358187.1,1.00E-146,433,2.00E-147,433
XP_011266007.2,NP_001358189.1,1.00E-146,433,2.00E-147,433
XP_011266007.2,NP_001358190.1,1.00E-146,433,2.00E-147,433
XP_011266007.2,NP_001358191.1,1.00E-146,433,2.00E-147,433
XP_011266007.2,NP_001358192.1,1.00E-146,433,2.00E-147,433
XP_011266007.2,NP_001358193.1,2.00E-142,423,5.00E-143,423
XP_011266007.2,NP_061902.2,1.00E-146,433,2.00E-147,433
XP_011266007.2,NP_112601.3,1.00E-146,433,2.00E-147,433
XP_011266007.2,XP_011513739.1,1.00E-146,433,2.00E-147,433
XP_011266010.1,NP_001334981.1,2.00E-147,435,5.00E-148,435
XP_011266010.1,NP_001334983.1,2.00E-147,435,5.00E-148,435
XP_011266010.1,NP_001358184.1,2.00E-147,435,5.00E-148,435
XP_011266010.1,NP_001358185.1,2.00E-147,435,5.00E-148,435
XP_011266010.1,NP_001358186.1,2.00E-147,435,5.00E-148,435
XP_011266010.1,NP_001358187.1,2.00E-147,435,5.00E-148,435
XP_011266010.1,NP_001358189.1,2.00E-147,435,5.00E-148,435
XP_011266010.1,NP_001358190.1,2.00E-147,435,5.00E-148,435
XP_011266010.1,NP_001358191.1,2.00E-147,435,5.00E-148,435
XP_011266010.1,NP_001358192.1,2.00E-147,435,5.00E-148,435
XP_011266010.1,NP_001358193.1,1.00E-143,426,3.00E-144,426
XP_011266010.1,NP_061902.2,2.00E-147,435,5.00E-148,435
XP_011266010.1,NP_112601.3,2.00E-147,435,5.00E-148,435
XP_011266010.1,XP_011513739.1,2.00E-147,435,5.00E-148,435
XP_011266013.1,NP_001863.3,2.00E-80,261,3.00E-81,261
XP_011266013.1,NP_057436.2,2.00E-85,273,5.00E-86,273
XP_011266013.1,XP_016875882.1,2.00E-80,260,4.00E-81,260
XP_011266015.2,NP_001308924.1,6.00E-69,228,1.00E-71,233
XP_011266015.2,NP_114108.1,4.00E-68,228,2.00E-70,233
XP_011266027.1,NP_660287.1,8.00E-28,106,2.00E-28,106
XP_011266028.1,NP_001035828.1,6.00E-57,204,1.00E-57,204
XP_011266028.1,NP_001035829.2,8.00E-59,209,2.00E-59,209
XP_011266028.1,NP_001166995.1,2.00E-60,213,5.00E-61,213
XP_011266028.1,NP_001166996.1,5.00E-57,204,1.00E-57,204
XP_011266028.1,NP_004591.2,2.00E-60,213,5.00E-61,213
XP_011266028.1,XP_006711558.1,3.00E-57,206,6.00E-58,206
XP_011266028.1,XP_006711559.1,3.00E-57,206,6.00E-58,206
XP_011266028.1,XP_006711560.1,2.00E-60,213,5.00E-61,213
XP_011266028.1,XP_016857669.1,3.00E-57,206,6.00E-58,206
