mouse_ID,drosophila_ID,baboon_ID,human_ID,rat_ID,zebrafish_ID,anopheles_ID,aedes_ID
ENSMUSG00000075271,FBgn0032470,ENSPANG00000026361,HACD1,ENSRNOG00000010915,ENSDARG00000105355,,
ENSMUSG00000042369,FBgn0035526,ENSPANG00000026361,CACNB2,ENSRNOG00000010915,ENSDARG00000105409,AGAP010566,
ENSMUSG00000027011,FBgn0015320,ENSPANG00000026361,NSUN6,ENSRNOG00000010915,ENSDARG00000101114,AGAP005215,
ENSMUSG00000027009,FBgn0003328,ENSPANG00000026361,ARL5B,ENSRNOG00000053859,ENSDARG00000075366,AGAP010492,
ENSMUSG00000027009,FBgn0034880,ENSPANG00000026361,PLXDC2,ENSRNOG00000011599,ENSDARG00000088420,AGAP010492,
ENSMUSG00000050114,FBgn0031479,ENSPANG00000017673,,ENSRNOG00000012196,ENSDARG00000086555,AGAP009568,
ENSMUSG00000027002,FBgn0011771,ENSPANG00000022725,DNAJC1,ENSRNOG00000030476,ENSDARG00000090149,AGAP010426,AAEL009211
ENSMUSG00000027001,FBgn0083992,,PIP4K2A,ENSRNOG00000048095,ENSDARG00000087543,AGAP011299,AAEL002870
ENSMUSG00000026999,FBgn0030943,ENSPANG00000009971,ENKUR,ENSRNOG00000011287,ENSDARG00000097103,AGAP000178,AAEL005162
ENSMUSG00000027091,FBgn0033317,ENSPANG00000004752,GAD2,ENSRNOG00000011068,ENSDARG00000089737,AGAP007391,AAEL014016
ENSMUSG00000059588,FBgn0052843,ENSPANG00000004752,PDSS1,ENSRNOG00000010861,ENSDARG00000087670,,AAEL005069
ENSMUSG00000059588,FBgn0030437,ENSPANG00000017575,ABI1,ENSRNOG00000020723,ENSDARG00000090941,AGAP004002,AAEL003623
ENSMUSG00000034101,FBgn0260799,ENSPANG00000012681,MASTL,,ENSDARG00000076930,AGAP001502,AAEL008692
ENSMUSG00000050043,FBgn0034455,ENSPANG00000018055,SPOPL,,ENSDARG00000090591,,AAEL003174
ENSMUSG00000027079,FBgn0033842,ENSPANG00000005661,CACNA1B,,ENSDARG00000091446,AGAP007306,AAEL010600
ENSMUSG00000027076,FBgn0027360,ENSPANG00000005661,ARRDC1,,ENSDARG00000089823,AGAP002383,AAEL014540
ENSMUSG00000027067,FBgn0010278,ENSPANG00000024152,ARRDC1,,ENSDARG00000091011,AGAP002413,AAEL011570
ENSMUSG00000051329,FBgn0262647,ENSPANG00000004282,DPH7,,ENSDARG00000087472,AGAP009996,AAEL011993
ENSMUSG00000040812,FBgn0265726,ENSPANG00000008222,PNPLA7,,ENSDARG00000089044,AGAP012228,AAEL003957
ENSMUSG00000027282,FBgn0027786,ENSPANG00000004002,NELFB,,ENSDARG00000089684,AGAP000474,AAEL003758
ENSMUSG00000005510,FBgn0266582,ENSPANG00000017936,TUBB4B,,ENSDARG00000070285,AGAP008801,AAEL011383
ENSMUSG00000005506,FBgn0000114,ENSPANG00000003464,NDOR1,,ENSDARG00000087236,,AAEL014072
ENSMUSG00000005506,FBgn0262475,ENSPANG00000014909,NDOR1,ENSRNOG00000025444,ENSDARG00000061547,,
ENSMUSG00000002104,FBgn0039911,ENSPANG00000017119,TMEM203,ENSRNOG00000025444,ENSDARG00000105352,AGAP002171,AAEL008954
ENSMUSG00000002102,FBgn0028684,ENSPANG00000009353,ANAPC2,ENSRNOG00000025444,ENSDARG00000101249,AGAP007244,AAEL007692
ENSMUSG00000002105,FBgn0039714,ENSPANG00000018958,LRRC26,ENSRNOG00000025444,ENSDARG00000099920,AGAP003395,AAEL009905
ENSMUSG00000040687,FBgn0030613,ENSPANG00000004003,GRIN1,ENSRNOG00000025444,ENSDARG00000086614,AGAP002695,AAEL004697
ENSMUSG00000002103,FBgn0000032,ENSPANG00000013350,MAN1B1,ENSRNOG00000019409,ENSDARG00000105353,AGAP001653,AAEL000467
ENSMUSG00000027255,FBgn0037182,ENSPANG00000008846,CLIC3,ENSRNOG00000019409,ENSDARG00000105382,AGAP010613,AAEL012969
ENSMUSG00000027253,FBgn0030706,ENSPANG00000011302,FBXW5,ENSRNOG00000019409,ENSDARG00000105318,AGAP010442,AAEL005326
ENSMUSG00000040549,FBgn0027948,ENSPANG00000003728,EDF1,ENSRNOG00000019409,ENSDARG00000105376,,AAEL003281
ENSMUSG00000027247,FBgn0036257,ENSPANG00000002427,PHPT1,ENSRNOG00000019409,ENSDARG00000105482,AGAP006660,
ENSMUSG00000027243,FBgn0262534,ENSPANG00000016504,TMEM141,ENSRNOG00000019301,ENSDARG00000105355,AGAP005216,AAEL010403
ENSMUSG00000040479,FBgn0261549,ENSPANG00000024799,KCNT1,ENSRNOG00000019301,ENSDARG00000105409,AGAP001566,AAEL005686
ENSMUSG00000027222,FBgn0037019,ENSPANG00000008957,CAMSAP1,ENSRNOG00000019301,ENSDARG00000101114,AGAP005080,AAEL004167
ENSMUSG00000049922,FBgn0265351,ENSPANG00000023321,UBAC1,ENSRNOG00000019301,ENSDARG00000075366,AGAP007806,AAEL000703
ENSMUSG00000027198,FBgn0029175,ENSPANG00000011000,QSOX2,ENSRNOG00000019301,ENSDARG00000088420,AGAP008819,AAEL006199
ENSMUSG00000027195,FBgn0029975,ENSPANG00000000672,QSOX2,ENSRNOG00000050224,ENSDARG00000086555,AGAP010340,AAEL007135
ENSMUSG00000027193,FBgn0027885,ENSPANG00000002644,GPSM1,ENSRNOG00000058039,ENSDARG00000090149,AGAP010582,AAEL000330
ENSMUSG00000027164,FBgn0265464,ENSPANG00000003729,PMPCA,ENSRNOG00000019077,ENSDARG00000087543,AGAP001423,AAEL013546
ENSMUSG00000010911,FBgn0030518,ENSPANG00000023863,NOTCH1,ENSRNOG00000019077,ENSDARG00000097103,AGAP009910,
ENSMUSG00000027187,FBgn0000261,ENSPANG00000003027,MED22,ENSRNOG00000019077,ENSDARG00000089737,AGAP009920,AAEL008367
ENSMUSG00000032724,FBgn0264711,ENSPANG00000009587,RPL7A,ENSRNOG00000019077,ENSDARG00000087670,AGAP009154,
ENSMUSG00000032698,FBgn0051624,ENSPANG00000009587,SURF1,ENSRNOG00000019077,ENSDARG00000090941,AGAP011387,AAEL004567
ENSMUSG00000032698,FBgn0051988,ENSPANG00000009587,SURF4,ENSRNOG00000021916,ENSDARG00000076930,AGAP011422,
ENSMUSG00000027176,FBgn0003559,,CACFD1,ENSRNOG00000018944,ENSDARG00000090591,AGAP012050,AAEL004148
ENSMUSG00000027175,FBgn0029820,ENSPANG00000020428,DBH,ENSRNOG00000018718,ENSDARG00000091446,AGAP004266,AAEL007710
ENSMUSG00000074997,FBgn0015379,ENSPANG00000009355,SARDH,ENSRNOG00000052664,ENSDARG00000089823,AGAP012809,AAEL002891
ENSMUSG00000027170,FBgn0033902,ENSPANG00000016240,VAV2,ENSRNOG00000017938,ENSDARG00000091011,AGAP009731,
ENSMUSG00000005973,FBgn0025682,ENSPANG00000010600,WDR5,ENSRNOG00000017396,ENSDARG00000087472,AGAP002339,AAEL003109
ENSMUSG00000027167,FBgn0031711,,RXRA,ENSRNOG00000016833,ENSDARG00000089044,AGAP002278,AAEL010621
ENSMUSG00000042670,FBgn0030669,ENSPANG00000001813,MRPS2,ENSRNOG00000036601,ENSDARG00000089684,AGAP001762,AAEL011696
ENSMUSG00000027166,FBgn0037350,ENSPANG00000006999,RALGDS,ENSRNOG00000015235,ENSDARG00000070285,AGAP002055,AAEL010621
ENSMUSG00000016386,FBgn0036028,ENSPANG00000015778,AL162417.1,ENSRNOG00000029740,ENSDARG00000087236,,AAEL011696
ENSMUSG00000057234,FBgn0037822,ENSPANG00000012025,GTF3C5,ENSRNOG00000013965,ENSDARG00000061547,,
ENSMUSG00000027162,FBgn0039269,ENSPANG00000007267,TSC1,ENSRNOG00000060047,ENSDARG00000105352,AGAP011723,AAEL001007
ENSMUSG00000041660,FBgn0033830,,MED27,,ENSDARG00000101249,,AAEL003401
ENSMUSG00000041660,FBgn0014903,,TRUB2,ENSRNOG00000013519,ENSDARG00000099920,,AAEL011779
ENSMUSG00000041660,FBgn0030575,ENSPANG00000011395,COQ4,ENSRNOG00000013443,ENSDARG00000086614,AGAP001050,AAEL001154
ENSMUSG00000027133,FBgn0033548,ENSPANG00000013795,SLC27A4,ENSRNOG00000048495,ENSDARG00000105353,,AAEL007215
ENSMUSG00000027130,FBgn0261794,ENSPANG00000011129,SLC27A4,ENSRNOG00000050585,ENSDARG00000105382,AGAP011694,
ENSMUSG00000096764,FBgn0261794,,URM1,ENSRNOG00000050585,ENSDARG00000105318,AGAP006115,AAEL012717
ENSMUSG00000027131,FBgn0037199,ENSPANG00000010317,CERCAM,ENSRNOG00000048708,ENSDARG00000105376,AGAP006968,AAEL014202
ENSMUSG00000055943,FBgn0034066,ENSPANG00000020171,GLE1,ENSRNOG00000046530,ENSDARG00000105482,AGAP000489,AAEL011288
ENSMUSG00000057378,FBgn0011286,ENSPANG00000020171,SPTAN1,ENSRNOG00000046769,ENSDARG00000105355,AGAP003517,AAEL012545
ENSMUSG00000040383,FBgn0051368,ENSPANG00000000839,SETSIP,ENSRNOG00000013813,ENSDARG00000105409,AGAP003623,AAEL000359
ENSMUSG00000027210,FBgn0001235,ENSPANG00000017236,SET,ENSRNOG00000027156,ENSDARG00000101114,AGAP003632,
ENSMUSG00000027351,FBgn0020767,ENSPANG00000019212,ZER1,ENSRNOG00000014675,ENSDARG00000075366,AGAP008932,
ENSMUSG00000027349,FBgn0039385,ENSPANG00000005632,TBC1D13,ENSRNOG00000015051,ENSDARG00000088420,AGAP001898,AAEL005870
ENSMUSG00000005102,FBgn0019990,ENSPANG00000010643,ENDOG,ENSRNOG00000016356,ENSDARG00000086555,AGAP008105,AAEL012511
ENSMUSG00000009549,FBgn0038808,ENSPANG00000025440,SPOUT1,ENSRNOG00000016751,ENSDARG00000090149,AGAP008535,AAEL007756
ENSMUSG00000027332,FBgn0035911,ENSPANG00000001020,PHYHD1,ENSRNOG00000017230,ENSDARG00000087543,AGAP001746,
ENSMUSG00000027324,FBgn0032256,ENSPANG00000017804,NUP188,ENSRNOG00000017298,ENSDARG00000097103,,AAEL005866
ENSMUSG00000027323,FBgn0003479,ENSPANG00000008045,SH3GLB2,ENSRNOG00000012763,ENSDARG00000089737,,AAEL005866
ENSMUSG00000034278,FBgn0037882,ENSPANG00000017054,MIGA2,ENSRNOG00000012684,ENSDARG00000087670,AGAP006349,AAEL005224
ENSMUSG00000068580,FBgn0030694,ENSPANG00000017054,CRAT,ENSRNOG00000012591,ENSDARG00000090941,,AAEL005224
ENSMUSG00000034216,FBgn0000482,ENSPANG00000003130,CRAT,ENSRNOG00000012591,ENSDARG00000076930,AGAP009574,AAEL008323
ENSMUSG00000034154,FBgn0086613,,PTPA,ENSRNOG00000013279,ENSDARG00000090591,AGAP000812,AAEL002407
ENSMUSG00000014077,FBgn0037358,,NTMT1,ENSRNOG00000013279,ENSDARG00000091446,AGAP001745,AAEL015199
ENSMUSG00000027304,FBgn0034722,ENSPANG00000005206,TOR1B,ENSRNOG00000046005,ENSDARG00000089823,AAZ43087.1,
ENSMUSG00000034032,FBgn0052104,ENSPANG00000011559,TOR1A,ENSRNOG00000046005,ENSDARG00000091011,AGAP011756,
ENSMUSG00000098789,FBgn0036366,ENSPANG00000007690,C9orf78,ENSRNOG00000032554,ENSDARG00000087472,AGAP012398,AAEL001459
ENSMUSG00000027293,FBgn0016693,ENSPANG00000026219,USP20,ENSRNOG00000032554,ENSDARG00000089044,,AAEL013321
ENSMUSG00000027291,FBgn0038593,ENSPANG00000008385,FNBP1,ENSRNOG00000013552,ENSDARG00000089684,AGAP002948,AAEL012578
ENSMUSG00000027287,FBgn0011288,ENSPANG00000001115,NCS1,ENSRNOG00000013552,ENSDARG00000070285,AGAP009528,AAEL010506
ENSMUSG00000027287,FBgn0266720,ENSPANG00000011900,NCS1,ENSRNOG00000025781,ENSDARG00000087236,AGAP004310,AAEL010506
ENSMUSG00000027286,FBgn0029925,ENSPANG00000008192,HMCN2,ENSRNOG00000014078,ENSDARG00000061547,AGAP002226,AAEL010508
ENSMUSG00000027284,FBgn0024510,ENSPANG00000021679,ASS1,ENSRNOG00000014890,ENSDARG00000105352,,
ENSMUSG00000027272,FBgn0030809,ENSPANG00000008044,EXOSC2,ENSRNOG00000015442,ENSDARG00000101249,,AAEL009276
ENSMUSG00000027259,FBgn0037661,ENSPANG00000024994,LAMC3,ENSRNOG00000016280,ENSDARG00000099920,AGAP006222,AAB65092.1
ENSMUSG00000027263,FBgn0026431,ENSPANG00000024156,NUP214,ENSRNOG00000017241,ENSDARG00000086614,AGAP006223,AAEL015043
ENSMUSG00000033526,FBgn0027279,ENSPANG00000001330,PLPP7,ENSRNOG00000046211,ENSDARG00000105353,AGAP007029,AAEL014080
ENSMUSG00000074884,FBgn0038421,ENSPANG00000006668,POMT1,ENSRNOG00000017822,ENSDARG00000105382,AGAP006222,AAEL010258
ENSMUSG00000027245,FBgn0038196,ENSPANG00000017367,UCK1,ENSRNOG00000018018,ENSDARG00000105318,AGAP006223,AAEL014261
ENSMUSG00000048222,FBgn0035294,ENSPANG00000008560,GOLGA8M,ENSRNOG00000050450,ENSDARG00000105376,AGAP007029,AAEL003213
ENSMUSG00000068479,FBgn0035294,ENSPANG00000003127,GOLGA8F,ENSRNOG00000025523,ENSDARG00000105482,,AAEL000805
ENSMUSG00000027238,FBgn0032225,ENSPANG00000024473,GOLGA8Q,ENSRNOG00000026048,ENSDARG00000105355,,AAEL002967
ENSMUSG00000027236,FBgn0027619,ENSPANG00000021038,GOLGA8O,ENSRNOG00000019509,ENSDARG00000105409,,AAEL011034
ENSMUSG00000033396,FBgn0034786,ENSPANG00000006815,GOLGA6D,ENSRNOG00000019574,ENSDARG00000101114,AGAP006222,AAEL013378
ENSMUSG00000027227,FBgn0024289,ENSPANG00000007873,GOLGA8R,ENSRNOG00000019725,ENSDARG00000075366,AGAP006223,AAEL010913
ENSMUSG00000027227,FBgn0022359,ENSPANG00000026080,GOLGA8J,ENSRNOG00000019807,ENSDARG00000088420,AGAP007029,AAEL009496
ENSMUSG00000068452,FBgn0031464,ENSPANG00000019753,GOLGA2,ENSRNOG00000019973,ENSDARG00000086555,AGAP006222,AAEL009879
ENSMUSG00000033268,FBgn0031464,ENSPANG00000016981,GOLGA6B,,ENSDARG00000090149,AGAP006223,
ENSMUSG00000005802,FBgn0025693,ENSPANG00000016981,GOLGA8K,ENSRNOG00000020113,ENSDARG00000087543,AGAP007029,AAEL010037
ENSMUSG00000005803,FBgn0035515,ENSPANG00000006964,GOLGA8S,ENSRNOG00000020179,ENSDARG00000097103,,AAEL004457
ENSMUSG00000027201,FBgn0267790,ENSPANG00000018908,GOLGA6C,ENSRNOG00000020274,ENSDARG00000089737,,AAEL011074
ENSMUSG00000027202,FBgn0036279,,GOLGA8B,ENSRNOG00000020339,ENSDARG00000087670,AGAP007589,AAEL004942
ENSMUSG00000027203,FBgn0250837,ENSPANG00000015685,GOLGA8T,ENSRNOG00000020353,ENSDARG00000090941,AGAP011564,AAEL009912
ENSMUSG00000027206,FBgn0013746,ENSPANG00000025488,GOLGA8A,ENSRNOG00000011339,ENSDARG00000076930,AGAP006222,AAEL000629
ENSMUSG00000027207,FBgn0263199,ENSPANG00000007206,GOLGA8G,ENSRNOG00000028746,ENSDARG00000090591,AGAP006223,AAEL001080
ENSMUSG00000023330,FBgn0039664,ENSPANG00000007915,GOLGA8H,ENSRNOG00000028746,ENSDARG00000091446,AGAP007029,
ENSMUSG00000060131,FBgn0037989,ENSPANG00000015006,GOLGA6A,ENSRNOG00000028746,ENSDARG00000089823,,AAEL001644
ENSMUSG00000027360,FBgn0005619,ENSPANG00000017234,GOLGA8N,ENSRNOG00000028746,ENSDARG00000091011,,AAEL011084
ENSMUSG00000034906,FBgn0014127,ENSPANG00000001050,DNM1,ENSRNOG00000049964,ENSDARG00000087472,,AAEL000778
ENSMUSG00000003660,FBgn0263599,ENSPANG00000001050,PTGES2,ENSRNOG00000049964,ENSDARG00000089044,AGAP000273,AAEL012157
ENSMUSG00000003662,FBgn0033972,ENSPANG00000013295,SLC25A25,ENSRNOG00000049964,ENSDARG00000089684,AGAP009160,AAEL012153
ENSMUSG00000058620,FBgn0038653,ENSPANG00000012917,FAM102A,ENSRNOG00000049964,ENSDARG00000070285,AGAP011967,AAEL002432
ENSMUSG00000046338,FBgn0027579,ENSPANG00000000540,AK1,ENSRNOG00000049596,ENSDARG00000087236,AGAP008857,AAEL002408
ENSMUSG00000027371,FBgn0038924,ENSPANG00000021936,FPGS,ENSRNOG00000049596,ENSDARG00000061547,,AAEL002426
ENSMUSG00000027376,FBgn0026189,ENSPANG00000013123,CDK9,,ENSDARG00000105352,AGAP001429,AAEL000778
ENSMUSG00000027374,FBgn0044510,ENSPANG00000023343,SH2D3C,ENSRNOG00000012084,ENSDARG00000101249,AGAP000410,AAEL012157
ENSMUSG00000027379,FBgn0031696,ENSPANG00000023343,TOR2A,ENSRNOG00000012820,ENSDARG00000099920,AGAP011130,AAEL012153
ENSMUSG00000014355,FBgn0004391,ENSPANG00000023293,CFAP157,ENSRNOG00000014833,ENSDARG00000086614,,AAEL002432
ENSMUSG00000014353,FBgn0031356,ENSPANG00000023276,STXBP1,ENSRNOG00000018945,ENSDARG00000105353,AGAP010878,AAEL002408
ENSMUSG00000027395,FBgn0003278,ENSPANG00000023280,RPL12,ENSRNOG00000018945,ENSDARG00000105382,AGAP010519,AAEL002426
ENSMUSG00000027397,FBgn0260795,ENSPANG00000023184,SLC2A8,ENSRNOG00000014173,ENSDARG00000105318,AGAP003490,AAEL000778
ENSMUSG00000027404,FBgn0262601,ENSPANG00000023184,SLC2A8,ENSRNOG00000014779,ENSDARG00000105376,AGAP009839,AAEL012157
ENSMUSG00000027405,FBgn0038964,ENSPANG00000023186,RALGPS1,ENSRNOG00000015339,ENSDARG00000105482,AGAP005467,AAEL012153
ENSMUSG00000027406,FBgn0038922,ENSPANG00000023180,PBX3,ENSRNOG00000015124,ENSDARG00000105355,AGAP002645,AAEL002432
ENSMUSG00000027411,FBgn0261241,ENSPANG00000012666,MAPKAP1,ENSRNOG00000016265,ENSDARG00000105409,AGAP007669,AAEL002408
ENSMUSG00000037740,FBgn0036774,ENSPANG00000024950,GAPVD1,ENSRNOG00000036576,ENSDARG00000101114,AGAP008497,AAEL002426
ENSMUSG00000027300,FBgn0039767,ENSPANG00000024018,HSPA5,ENSRNOG00000036576,ENSDARG00000075366,AGAP005260,AAEL000778
ENSMUSG00000074797,FBgn0031663,ENSPANG00000000709,PSMD5,ENSRNOG00000042786,ENSDARG00000088420,AGAP009992,AAEL012157
ENSMUSG00000027312,FBgn0039528,ENSPANG00000015005,CNTRL,ENSRNOG00000056216,ENSDARG00000086555,AGAP000926,AAEL012153
ENSMUSG00000027327,FBgn0035896,ENSPANG00000009700,CNTRL,ENSRNOG00000016948,ENSDARG00000090149,AGAP007545,AAEL002432
ENSMUSG00000027329,FBgn0030722,ENSPANG00000022739,RAB14,ENSRNOG00000051680,ENSDARG00000087543,AGAP003984,AAEL002408
ENSMUSG00000037523,FBgn0034294,ENSPANG00000024707,GSN,,ENSDARG00000097103,AGAP000625,AAEL002426
ENSMUSG00000037514,FBgn0011205,ENSPANG00000005936,STOM,ENSRNOG00000017406,ENSDARG00000089737,,AAEL000778
ENSMUSG00000027340,FBgn0037807,ENSPANG00000003455,STOM,ENSRNOG00000017725,ENSDARG00000087670,AAR13779.1,AAEL012157
ENSMUSG00000027342,FBgn0005655,,NDUFA8,ENSRNOG00000017725,ENSDARG00000090941,,AAEL012153
ENSMUSG00000058793,FBgn0010350,ENSPANG00000012338,RBM18,ENSRNOG00000018350,ENSDARG00000076930,,AAEL002432
ENSMUSG00000037376,FBgn0031832,ENSPANG00000023981,MRRF,ENSRNOG00000008890,ENSDARG00000090591,,AAEL002408
ENSMUSG00000027356,FBgn0035498,ENSPANG00000023981,PDCL,ENSRNOG00000009460,ENSDARG00000091446,,AAEL002426
ENSMUSG00000027356,FBgn0036688,ENSPANG00000023980,ZBTB6,ENSRNOG00000016411,ENSDARG00000089823,AAR13779.1,AAEL010159
ENSMUSG00000027261,FBgn0061356,ENSPANG00000023980,RABGAP1,ENSRNOG00000020093,ENSDARG00000091011,,AAEL014426
ENSMUSG00000051177,FBgn0004611,ENSPANG00000012336,PSMB7,ENSRNOG00000010117,ENSDARG00000087472,,AAEL015628
ENSMUSG00000039943,FBgn0262738,ENSPANG00000025195,RPL35,ENSRNOG00000010958,ENSDARG00000089044,AAR13779.1,AAEL007028
ENSMUSG00000027273,FBgn0011288,ENSPANG00000017499,ARPC5L,ENSRNOG00000011439,ENSDARG00000089684,,AAEL007030
ENSMUSG00000027273,FBgn0266720,ENSPANG00000017416,GOLGA1,ENSRNOG00000008320,ENSDARG00000070285,,AAEL007699
ENSMUSG00000027276,FBgn0004197,ENSPANG00000017416,SCAI,ENSRNOG00000022323,ENSDARG00000087236,,AAEL011510
ENSMUSG00000062098,FBgn0262871,ENSPANG00000016598,PPP6C,ENSRNOG00000030862,ENSDARG00000061547,,AAEL014842
ENSMUSG00000039092,FBgn0002524,ENSPANG00000020963,GTDC1,ENSRNOG00000007294,ENSDARG00000105352,AAR13779.1,AAEL015040
ENSMUSG00000045624,FBgn0024364,ENSPANG00000016274,ACVR2A,ENSRNOG00000007240,ENSDARG00000101249,,AAEL005605
ENSMUSG00000027384,FBgn0033891,,ORC4,ENSRNOG00000007069,ENSDARG00000099920,AAR13779.1,
ENSMUSG00000027419,FBgn0023179,,KIF5C,ENSRNOG00000006499,ENSDARG00000086614,,
ENSMUSG00000015932,FBgn0011726,ENSPANG00000004812,ARL5A,ENSRNOG00000005703,ENSDARG00000105353,,AAEL011467
ENSMUSG00000027423,FBgn0032005,ENSPANG00000020907,CACNB4,ENSRNOG00000009037,ENSDARG00000105382,,AAEL012199
ENSMUSG00000027425,FBgn0032691,ENSPANG00000020550,AC068547.1,ENSRNOG00000007892,ENSDARG00000105318,,AAEL012345
ENSMUSG00000027427,FBgn0038951,ENSPANG00000012334,FMNL2,ENSRNOG00000007829,ENSDARG00000105376,AAR13779.1,AAEL012340
ENSMUSG00000027429,FBgn0262125,ENSPANG00000016597,PRPF40A,ENSRNOG00000007354,ENSDARG00000105482,,AAEL012344
ENSMUSG00000027430,FBgn0037898,ENSPANG00000010777,GALNT13,ENSRNOG00000006992,ENSDARG00000105355,AAR13779.1,AAEL012350
ENSMUSG00000027431,FBgn0030519,ENSPANG00000010777,GPD2,ENSRNOG00000050465,ENSDARG00000105409,,AAEL013362
ENSMUSG00000063873,FBgn0040031,ENSPANG00000020416,UPP2,ENSRNOG00000051063,ENSDARG00000101114,,AAEL013361
ENSMUSG00000002728,FBgn0031043,ENSPANG00000020417,UPP2,ENSRNOG00000031730,ENSDARG00000075366,,AAEL014916
ENSMUSG00000001767,FBgn0000377,ENSPANG00000020418,PSMD14,ENSRNOG00000005850,ENSDARG00000088420,,AAEL014921
ENSMUSG00000037143,FBgn0050275,ENSPANG00000013808,SLC4A10,ENSRNOG00000017686,ENSDARG00000086555,AAR13779.1,AAEL014920
ENSMUSG00000037143,FBgn0050268,ENSPANG00000017599,DPP4,ENSRNOG00000012543,ENSDARG00000090149,AGAP007545,AAEL004933
ENSMUSG00000037110,FBgn0039466,ENSPANG00000006976,FAP,ENSRNOG00000046852,ENSDARG00000087543,AGAP005538,AAEL004929
ENSMUSG00000027433,FBgn0031868,,SLC38A11,ENSRNOG00000013587,ENSDARG00000097103,AGAP007623,AAEL011467
ENSMUSG00000036992,FBgn0028411,ENSPANG00000021089,SCN3A,ENSRNOG00000011771,ENSDARG00000089737,AGAP001144,AAEL012199
ENSMUSG00000027438,FBgn0250791,ENSPANG00000009270,SCN1A,ENSRNOG00000054900,ENSDARG00000087670,AGAP007130,AAEL012345
ENSMUSG00000079008,FBgn0022720,ENSPANG00000008275,SCN9A,ENSRNOG00000012486,ENSDARG00000090941,AGAP006719,AAEL012340
ENSMUSG00000033096,FBgn0041780,ENSPANG00000015759,B3GALT1,ENSRNOG00000012629,ENSDARG00000076930,AGAP000546,AAEL012344
ENSMUSG00000033068,FBgn0024947,ENSPANG00000015759,STK39,ENSRNOG00000012709,ENSDARG00000090591,AGAP007460,AAEL012350
ENSMUSG00000033059,FBgn0004507,ENSPANG00000007027,CERS6,ENSRNOG00000013285,ENSDARG00000091446,,AAEL013362
ENSMUSG00000032046,FBgn0034419,ENSPANG00000019432,G6PC2,ENSRNOG00000014516,ENSDARG00000089823,AGAP009044,AAEL013361
ENSMUSG00000027454,FBgn0035194,ENSPANG00000019687,BBS5,ENSRNOG00000014901,ENSDARG00000091011,AGAP008601,AAEL014916
ENSMUSG00000053916,FBgn0029801,,PHOSPHO2,ENSRNOG00000015699,ENSDARG00000087472,AGAP005110,AAEL014921
ENSMUSG00000027455,FBgn0033179,ENSPANG00000011337,METTL5,ENSRNOG00000015886,ENSDARG00000089044,AGAP006969,AAEL014920
ENSMUSG00000032966,FBgn0013954,ENSPANG00000024107,UBR3,ENSRNOG00000023995,ENSDARG00000089684,,AAEL004933
ENSMUSG00000032869,FBgn0033669,ENSPANG00000024107,SP5,ENSRNOG00000016660,ENSDARG00000070285,,AAEL004929
ENSMUSG00000027460,FBgn0035452,ENSPANG00000015758,GAD1,ENSRNOG00000016789,ENSDARG00000087236,AGAP010219,AAEL011467
ENSMUSG00000027463,FBgn0039882,ENSPANG00000014567,DYNC1I2,ENSRNOG00000017265,ENSDARG00000061547,AGAP005576,AAEL012199
ENSMUSG00000032802,FBgn0030876,ENSPANG00000001251,DYNC1I2,ENSRNOG00000051950,ENSDARG00000105352,AGAP012010,AAEL012345
ENSMUSG00000074698,FBgn0264492,,DYNC1I2,ENSRNOG00000017660,ENSDARG00000101249,AGAP007001,AAEL012340
ENSMUSG00000027465,FBgn0040005,ENSPANG00000001252,DYNC1I2,ENSRNOG00000018102,ENSDARG00000099920,AGAP011890,AAEL012344
ENSMUSG00000019188,FBgn0031260,ENSPANG00000011336,SLC25A12,ENSRNOG00000018128,ENSDARG00000086614,AGAP011804,AAEL012350
ENSMUSG00000042814,FBgn0029833,ENSPANG00000008691,HAT1,ENSRNOG00000018276,ENSDARG00000105353,,AAEL013362
ENSMUSG00000009876,FBgn0032833,,METAP1D,ENSRNOG00000018464,ENSDARG00000105382,,AAEL013361
ENSMUSG00000009876,FBgn0033020,ENSPANG00000006974,ITGA6,ENSRNOG00000018467,ENSDARG00000105318,,AAEL014916
ENSMUSG00000027472,FBgn0033467,ENSPANG00000025351,PDK1,ENSRNOG00000018593,ENSDARG00000105376,AGAP004508,AAEL014921
ENSMUSG00000068040,FBgn0028541,ENSPANG00000025354,RAPGEF4,ENSRNOG00000046621,ENSDARG00000105482,AGAP010575,AAEL014920
ENSMUSG00000046020,FBgn0033901,ENSPANG00000008688,OLA1,ENSRNOG00000023356,ENSDARG00000105355,AGAP000007,AAEL004933
ENSMUSG00000027475,FBgn0004381,ENSPANG00000014007,CIR1,ENSRNOG00000013286,ENSDARG00000105409,AGAP000720,AAEL004929
ENSMUSG00000027479,FBgn0027066,ENSPANG00000014007,GPR155,ENSRNOG00000039249,ENSDARG00000101114,AGAP011036,
ENSMUSG00000027487,FBgn0037816,ENSPANG00000003890,LNPK,ENSRNOG00000033024,ENSDARG00000075366,,AAEL011467
ENSMUSG00000038533,FBgn0005636,ENSPANG00000007159,MTX2,ENSRNOG00000013508,ENSDARG00000088420,AGAP000010,AAEL012199
ENSMUSG00000038467,FBgn0086656,ENSPANG00000008687,HNRNPA3,ENSRNOG00000013583,ENSDARG00000086555,AGAP010440,AAEL012345
